id,question1,question2,is_duplicate
1229,"My parents give me ""advice"" and they get really mad if I dont take it… What am I supposed to do?",What is the best advice for giving others an advice?,0
786,What if I shift my job from e-commerce to cloud computing?,What computer science courses should I take If I want to join a product based or e-commerce company?,0
1658,What is the formula of [math](a+b)^3[/math]?,How can I be great at math?,0
1720,I am 20 years old now & a graduate. But I have been at home for the past 2 years & doing nothing. What should be my action plan now?,When did Narendra Modi change his salutation from 'Mitron' to 'Bhaio aur Behno'?,0
4988,Which is the best Android smartphone in 10000 INR?,Smartphones: What is the best phone to buy below 10k rupees?,0
1588,How can I buy a laptop that lasts?,What's the best laptop to buy that will last me all four years of college with minimal problems?,0
2636,What is it like to be a digital nomad in Amsterdam?,What are digital nomads?,0
2067,How do telecoms trace my location?,How can we trace a phone call's origin or cellphone location?,0
4708,"What is that 80's song that has a chorus of ""woah oh oh oh""?","What is the song that goes like ""Woah oh oh oh woah oh woah""?",0
1422,What is your theory of life?,What are some theories of life?,0
3228,What if mental illnesses didn't exist?,What is mental illness?,0
509,How does it feel to retake a class in college?,Does retaking subjects in college affect future job prospects?,0
4997,Is the character Jane in the movie Predestination a paradox of the time machine?,What actually happened in predestination?,0
3162,Which is better AMD radeon r5 m335 4GB or Nvidia Geforce 940m 4GB graphic card for gaming?,Which is better AMD radeon r5 m335 4GB or Nvidia Geforce 940m 4GB graphic card for laptops?,0
2956,What are most underrated Bollywood movies?,What are some of the most underrated movies?,0
909,How do you cancel USAA auto insurance?,Auto insurance Broker fee in CALIFORNIA?,0
25,What are some tips on making it through the job interview process at Medicines?,What are some tips on making it through the job interview process at Foundation Medicine?,0
981,Why is 'fahrenheit 451'  perceived as dystopia?,Fahrenheit 451 (1953 book): What is Guy Montag's namesake?,0
4974,What does learning how to learn how to code mean?,What are some of the best ways to learn programming?,0
4269,Should I go to IBS Hyderabad (ICFAI) for an MBA? Why or why not?,"Which institute is better, ISB or IBS in Hyderabad?",0
4563,How do I make girls like me?,How can I make a girl be sure that she likes me?,0
992,"I accidentally took my blood pressure medicine twice, will I be ok?",Is 100/76 ok blood pressure?,0
1810,Why did John Nash have schizophrenia?,Who are John Nash's children?,0
3190,"What are some sentence examples using ""jejune""?","What are some sentence examples using ""satirical""?",0
763,Does any one have ebook of answers of wren and Martin grammer and composition?,Why did barvaria join Germany?,0
4981,"How can the big bang theory be more acceptable than all the other universe creation theories, all just theories, why aren't they equally possible?",In The Big Bang Theory it can be seen that penny who is a medical representative earns more than Leonard who is a scientist. How is this possible?,0
3171,What is local viable in java?,What are the advantages of adopting a child?,0
157,Would you switch from Canon 6D to Leica D-LUX 109?,What tripod should I get for my Canon 6D?,0
1055,What would Ned have done if Jon looked like Rhaegar?,What if Jon Snow inherited the Targaryens' look not the Starks'? Ned would be forced to admit he was lying about Jon being his bastard; how would this change the plot for the whole RR story?,0
3851,What is a sickle cell anemia and what are its symptoms?,Can a sickle cell anemia be cured?,0
1199,What and where are the sweet red wine stores available in hyderabad?,What is a good white wine sweetness scale?,0
1834,Difference between wraparound and projector headlights?,I know core java completely but i stucked in solving a problem even i dont know how to find prime number between 1 to 100.what should I do?,0
2579,What is the difference between demonetization in India and Venezuela?,What is the time difference between India and Ghana?,0
4939,What are the best job fairs near Detroit? When and where are they held? What were your experiences at them?,What are the best job fairs near Atlanta? When and where are they held? What were your experiences at them?,0
1250,Will I spoil my smartphone if I keep it charging overnight regularly?,How long does it take to full charge a smartphone?,0
3371,Why are people who are not vegan so vehement in criticizing vegans who live with vegan dogs?,How do vegans justify eating plants if their premise for their lifestyle is not harming living organisms?,0
2679,Is someone born in 1977 generation X or Y?,I was born in 1997. Am I a millennial or generation z?,0
4841,How much does an actor in a commercial get paid?,How much do star actors get paid for major voiceover roles?,0
1912,What side dishes go well with hamburgers?,What are the side dishes go well with lentil soup?,0
3762,How do I solve [math]\frac{1}{4} x  + x = - 3 + \frac{1}{2} x[/math]?,How can I solve [math]\frac 1 x + \frac{2x}{x+3} = 2[/math]?,0
1173,Bollywood: what is the worst film dialogue ever from a superhit hindi movie?,What are some of the worst movies of Bollywood?,0
2633,"Which is a good solar panel installation provider in Templeton, California CA?","Which is a good solar panel installation provider in Terra Bella, California CA?",0
2811,What can you do to develop more aggression in a 12 yr old boy?,"What skills would you suggest to teach a 12-year-old boy who is more interested in cartoons (e.g. Regular Show, Horrid Henry, Shake It Up, Ben 10, etc) and online fighting games?",0
3828,What are 10 examples of prefixes? How are they used and what are some examples?,"What are some sentence examples using ""till""?",0
454,"What is an alternative for the word ""is""?",What is the alternative word for creative?,0
4376,What are the ramifications of bringing the National Guard troops into Chicago?,What is the difference between Sikh Troops and Gurkha Troops? Why isn't Sikh Troops as popular as Gurkha troops among foreign nations?,0
3342,Should I buy the Maruti Suzuki WagonR or the Honda Brio?,How is the performance of Honda Brio?,0
1709,What is the best ux resume?,What are the best resume search sites?,0
4909,What are the different types of pit bulls?,How can you identify a Gotti / Razor’s Edge pit bull?,0
4127,Why should I still vote for Hillary Clinton?,Why shouldn't I vote for Hillary Clinton?,0
881,Is there any architectural complex/center/forum/hub anywhere in the world? As a third space.,Is there any online software available for calculating the time and space complexity of a Java program in Big O?,0
1808,What is it like to work at Goldman Sachs in London?,What is it like working at Goldman Sachs?,0
862,"If one of the people catches feelings, in an established friends with benefits arrangement, how can we drop the feelings going forward?","In an age where we constantly see the best of other people's work and lives, how do we not feel dissatisfied with our own work and lives?",0
3385,"According to Hindu mythology, how many times has Shiva opened his 3rd eye and why?","Now we are in 'KALYUG' (according to Hindu mythology). What would have been the scenario if there was democracy in ""SATYUG""?",0
2482,Why we need step down voltage for distribution?,"Why don't we say, ""ununderstandable?"" After all, we say, ""understandable.""",0
3252,"When will the BHI employees ""feel"" the effects of the merger?",Did Marissa Mayer fail at turning Yahoo around?,0
2612,Akbar religious policy?,What do you think of people with no social media?,0
3444,Is there a way to get a user's friends' email address through Facebook API for php?,Is there any way to get a user's email address through Twitter OAuth API?,0
4230,How do you get over a girl?,How do I get a girl to get over me?,0
480,Can Congress stop Presidents from starting a major war?,What's a good source to purchase Attorneys eMail addresses? Thanks,0
338,I wish to simulate a fake location for an app running on my iOS device. How do you fake a GPS location for iOS without jailbreaking as a non-coder?,How can I fake my iPhone location without jailbreaking?,0
2599,For those of you who are fully keto adapted: How long does the euphoric feeling lasted initially? Does it ever subside?,What are the options in Keto vegetarian diet?,0
3843,How accurate is Lawless?,How accurate is a 6mm Remington?,0
842,My crush likes me back; what do we do now?,My sister told my crush that I like her without me asking her to do so. What should I do now?,0
667,What is fermentation? What are some products of fermentation?,What are some fermented products?,0
2778,How can I hack the mobile phones password of my friends?,How can I hack mobile phone?,0
1681,What are some unexpected things first-time visitors to Guinea notice?,What are some unexpected things first-time visitors to Nepal notice?,0
2865,How do I bounce back in life after some embarrassment in my office?,Which is the most awkward moment of your college life?,0
2099,Why Supreme court directs Karnataka to release water in no of TMC ? Why cant it be in % TMC of water Karnataka having ? See details.,Why is there ragging in IITs even though it's banned by the Supreme Court?,0
565,What are the differences between particles and molecules?,How can I entirely turn off syntax highlighting in Sublime Text for Golang?,0
896,What is the DHP vaccine for dogs for? Is it necessary?,Can rabies vaccine for humans be used for dog?,0
797,How do we improve reading skills of children?,How do I improve my reading skill?,0
3956,"Does Reliance’s Jio 4G network work in Andaman and Nicobar islands, especially in its capital Port Blair?",Automobile history first car?,0
2138,What is the power factor in the open delta connection of transformers? How is it determined?,"What are the effects of leading power factor on loads, transformers & generators?",0
4759,What is the difference between a indian girl and american girl,What is the difference between American girls and European girls?,0
2720,What was that best thing happened in your childhood?,What is the current situation with Bluedog Democrats? Have they disappeared?,0
4108,"Joe Lonsdale: If there was one think you could to fix California government, what would it be? For example, repeal Prop 13, CEQA reform, etc.",What do California police officers think of prop 47?,0
2938,What is the most important question you have ever asked yourself?,What is the best question that you have asked yourself?,0
2398,What is the worst mistake you've made?,What is the worst mistake ever made by mankind?,0
988,How do I define tasks vs milestones vs deliverables in an agile scrum methodology?,What is Agile and Scrum model?,0
530,Did any Indian writers/authors ever use a pen name?,"How badly did Donald Trump miscalculate his run would have on his ""brand"" value?",0
4838,Is it possible that a married man can truly love his other woman if he doesn't want to let her go but the latter wants out already?,"Did prophet Muhammad order any man, other than his adopted son Zayd, to divorce his wife so he could marry her?",0
3243,How many words does an average native English speaker know?,How many idioms does an average native English speaker know?,0
70,What are the types of immunity?,What are the different types of immunity in our body?,0
3869,What is the meaning of Tamil word urasanai?,"What does the Tamil word ""Kalaabam"" mean?",0
674,Role of junior leaders in Indian army?,What is the role of the Indian army?,0
3290,Who really gets on your nerves?,Difference between master of engineering and master of science?,0
2715,What type of problem does a KNN algorithm solve in the real world?,What are some of the real world problems in our society which can be solved technically?,0
2990,Why hasn't the KTM 125 Duke launched in India yet?,Has KTM Duke 200 launched in India or is it going to be launched in 2017?,0
611,What would be today’s technology had we never realized the value of binary numbers and harnessed it to produce digital technology?,Would the world be less technologically advanced if the two world wars had never occurred?,0
2212,Is it illegal to use a fake .edu email to get student discounts?,Do Manipal students get a .edu email address?,0
4343,What are the best biking riding gears for all terrain in india?,Can I learn riding gear bikes on a KTM Duke 200?,0
4061,Why do Ukrainians make good prostitutes?,What do you think about Ukrainian men?,0
3854,What is the potassium ion concentration theory for stomata?,Is potassium chloride ionic or covalent?,0
864,"If climate change scientists are right, why do they worry so much about public relations and packaging?",What kinds of rude comments will a man get in the United States if he dates a woman 30 years younger than him?,0
895,Who are the best headhunters in Mumbai?,Who are the best headhunters?,0
2026,Is Mediterranean Shipping Company good to join?,Is Chennai Mediterranean shipping company is good to join?,0
3170,What are the legal separation laws in PA and how do they compare with the ones in Washington?,What are the legal separation laws in PA and how do they compare with the ones in Indiana?,0
355,Can we do an M.Phil in India after doing Masters in UK (MA in Psychology)?,I'm a masters student interested to work in Humanitarian sector. What are the skills required? I'm a medical doctor doing my masters in UK,0
3329,How can you determine if the reaction is exothermic or endothermic?,What defines whether a chemical reaction is exothermic or endothermic?,0
1714,Who will win the World Cup 2014?,"Heading into the start of the tournament, which country is the favorite to win FIFA World Cup 2014? Which team is the strongest?",0
388,How do scientists work?,Where do scientists work?,0
3974,Do women like it when men stare at their bra straps?,Why do women flaunt bra straps?,0
860,How do you get a micro SIM card out of an iPhone 4?,Does an iPhone 4 use a micro SIM card?,0
2987,Why do we use high voltage to transmit electrical power?,Why does LVDT use high voltage?,0
2446,Can I earn from Quora?,How can I use Quora to make money?,0
2331,What is a transform?,What is a transformer?,0
2814,How does the name Aaron sound for a boy?,Designation hierarchy in adobe?,0
4024,What is this triple talaq issue all about?,What does the Quran say about triple talaq?,0
4302,"What are the differences between the Dell Inspiron 3000, 5000, and 7000 series laptops?","Should I buy an Apple MacBook Pro 15"" or a Dell Inspiron 17 5000 series?",0
3349,How hard is IB HL Mathematics ?,How do I prepare for IB math HL?,0
129,How do I access Torbox in India?,How do I access Google.com from India?,0
2699,How is Marco Pierre White seen in the industry?,SMO comes under which industry?,0
3406,What are the best cuisines in the world and why?,Which country has the worst cuisine?,0
3755,What are ways of joining to ISRO as engineer other than fresher or graduate trainee?,What is a way to get admitted to ISRO?,0
4442,Does Bernie Sanders still have a chance to become elected?,Does Bernie Sanders have a chance at becoming president?,0
2719,Where is the best place to buy a travel adapter right after I land in Sydney Airport?,What will be the best place in Sydney to buy right wedding dresses for any bride?,0
1519,What is the power nine in magic?,What are the Power 9 cards in Magic: The Gathering?,0
3313,Who are these Rothschilds? Do they really own central banks around the world?,Who controls the central banks of the world?,0
469,Do new table tennis balls damage rubbers?,How do you unlock a car with a tennis ball?,0
151,How can I stop being afraid of working?,How do you stop being afraid of everything?,0
1550,G. W. Bush Presidency (2001–09): Why was Donald Rumsfeld fired in 2006?,"In your sincere and respectful opinion, how should President George W. Bush reengage society (community, country, the world)?",0
1317,Why would an ex follow me on social networks if he broke up with me?,Why would my ex follow me on IG when we haven't spoken much since we broke up in 2012?,0
3680,Why did Apple choose nine minutes as the default time delay for the snooze button?,How can I change the snooze time on the iPhone 4?,0
4122,What is the best time of day or night to drive with Uber?,"Uber drivers, would you use an app that estimates best times to drive?",0
1123,Is it true that the USA dropped more bombs on Laos during the Secret War than the total amount of bombs dropped on Europe during World War 2?,What were some realistic alternatives to ending World War 2 with Japan's unconditional surrender but without dropping the A-bombs?,0
3479,How do I reset my email password?,How do I reset a Gmail password by email?,0
3150,Will Pakistan destroy India?,How is Pakistan destroying India?,0
3608,What makes a happy teenager?,What makes you happy?,0
1483,Can i register a car that failed inspection?,I'm living in WA and looking to bring a muscle car from another state. The car has a bigger motor in it willthis mean that I can not register it here?,0
495,What is the painting on this image?,What is this painting?,0
4853,What are some great applications of IC 741 (for a simple electronics project)?,Electronics: Why the enable pin of most of the IC's is active low? Does it have any significance?,0
2870,Is it bad for your health to not have sex?,Is sex good for health?,0
1532,How do I address Dr. Richard Muller if I meet him? Do I use the German pronunciation with umlaut or the simple English one?,What does it mean when my boyfriend calls me sexy?,0
4621,Why can't I sing high notes? I can carry a tune very well but have no range. Its very frustrating. I can't make high pitches when I scream either. Can this be over come?,Why do we have to look up when singing high notes?,0
3964,What are the 7 strongest hokages?,Is there any script that converts code that donot follow linux coding standard to linux coding standard?,0
2766,Why does $500 trillion rich Rothschilds are not on Forbes richest people list?,Who are the richest people in the world who don't appear on rich lists?,0
4738,What do you think about Barack Obama?,What is Barack Obama doing now?,0
871,Is it normal if your sperm doesn't shoot out during ejaculation?,How do I ensure that semen doesn't come out from my penis after I ejaculate?,0
2721,"As I have not completed 10th, besides NIOS, how can I earn my high school diploma in India?","If you took all the money in the world and tried to buy all the land, raw material, product and property on the Earth would there be enough to do it?",0
4669,Who tipped Hank off before he was attacked in Breaking Bad season 3?,Breaking Bad (TV series): Why don't Hank and Marie have any children?,0
2510,Why is technical drawing important for designers?,Why is technical drawing important in engineering?,0
333,Why do male porn stars masturbate to ejaculate?,Is it OK for a husband and wife to masturbate together? Is it considered cheating if your partner is masturbating without your consent?,0
2321,Did Jesus' apostles go back to their day jobs after the crucifixion?,"When Jesus said that one of the apostles(Judas) will betray Him for it's according to God's salvation plan, was Judas predestined to go to hell?",0
3565,How do I learn c language efficiently online?,How can I learn C++ language efficiently?,0
4879,What are the best interior design institutes in india?,Which is the best interior designing institute in Delhi/NCR?,0
3915,What is the compensation for Partners/Principals at Deloitte Consulting?,Who owns deloitte consulting?,0
3740,What are 2016 house construction ideas and construction techniques for an Indian house?,"What are the best brick house construction techniques, must-haves and advancements for an Indian house in 2016?",0
756,How can I calculate 72 hours from now?,How do I calculate a semester percentage from SGPA in ITER?,0
4359,"What's the body that governs sports in the UK, and its (email) contact point?","What's the body that governs sports in Russia, and its (email) contact point?",0
3936,Dial @@ (1-877-778 -8969) @@ Zoho Customer Service support Number USA?,My same face in world 7people?,0
3436,How do I know when a guy is interested in another guy?,How do you know if a guy is interested or not?,0
2047,What is the best year of the Subaru WRX?,Subaru WRX VS Nissan 370z. Which is more fun to drive?,0
1822,How do I deactivate a WhatsApp account temporarily?,"Since my phone was lost I have blocked my SIM, but my Whatsapp account is still working. How do I deactivate my account?",0
4985,How do you make friends in your 30s? I find it that the social circle for most people is mostly formed in their 20s and earlier.,How do I make close friends in my early 30s? And not just acquaintances? (I'm female if that's relevant),0
3927,Which leaf is necessary for green tea? What are different types of green tea?,Is Technology making people ruder?,0
3291,How do I apply for a banking license in Germany?,I have a UK driver license. Can I drive in Germany?,0
2329,What are some good Virat Kohli memes/jokes?,Is Rohit Sharma jealous of Virat Kohli?,0
4886,AIIIMS OR USMLE Which is the tougher post graduate exam?,"Which exam is harder, the USMLE or the bar exam?",0
2627,What's the syllabus for Delhi University's MA Philosophy entrance?,How do I prepare myself to crack the JNU entrance for MA philosophy?,0
4751,Do soulmates or couples who are seemingly made for each other look alike in facial features?,Are couples that look alike more likely to stay together?,0
792,Could CAT exam and MAT exam take place on same day (4th December 2016)?,Is it necessary to learn vedic maths and spending time on short tricks for cat 2016 exam?,0
4478,"If a tow truck is about to tow your car, can you get in the car and refuse to have it towed?","If I request a tow truck, will they typically take my car key with them?",0
3674,What does a woman mean when she says she loves you but wants no relationships at all she needs time to herself?,I want to tell a woman that I love her. But she says that she is engaged. What should I do now?,0
3236,What is the most beautiful Linux distro?,Which Linux Distro is this?,0
3757,How has Japanese culture become so influential?,"I got offer of SAR 15500 Per month in KSA, how much I will save with family of 2 member here?",0
3552,Why Suzlon share failing after good results?,Is it good to buy Asian Paint shares at CMP?,0
2178,What's the difference between a post office and bank?,Where can I find a postal code?,0
3257,I am electronics & communication engineer. I am placed at wipro. Should I have take up any certification course?,Is it better to stick with a bachelor of dietetics or is it better to become a registered dietitian?,0
2269,I was recently hired at Accenture in the Netherlands in technology consultancy. I was hired at level 11 analyst with 12 months at this level. How much time will it take me to get my first promotion to consultant?,"My career level in Accenture is 11. How will I get promoted, and the salary increment if I work for lifetime?",0
4686,Which is the best bank to open an NRE account with?,Can I open an NRE and an NRO account in one bank?,0
3855,What is Travis Kalanick like on investor conference calls?,What ethnicity is Travis Kalanick?,0
2066,"What does the word ""few"" mean?",What is a five letter word meaning pace?,0
3366,Can you teach me this?,What can you teach me that can be useful in my life?,0
2760,Can I start skill assessment from ACS before completing 5 years?,How much skilled experience will they count towards my skilled assessment for Australia?,0
4460,Why should CIBIL be respected at all?,Places to visit in Vishakhapatnam at night?,0
3632,How can I be the top 1% of the world?,What are 10 life lessons that you have learned in your life?,0
1817,What is the balanced chemical equation for the formation of soap scum?,Which is a good startup company for Development in Delhi?,0
1952,"Which is the best job, Java developer or maintaining a data warehouse?","Being an ECE Graduate (who doesn't have much interest in electronics), which job should I prefer right now, java developer or a data scientist job?",0
4346,If someone who you're messaging on OkCupid disables their account does that mean they blocked you?,If someone deleted their OkCupid account do they disappear from my liked list?,0
1663,What should I do if my boyfriend never makes time for me?,"What should I do if my girlfriend who promised me that she would never leave me and loved me more than my mom, left me for someone else?",0
2906,What was Steve Jobs' IQ?,What did Steve Jobs mean when he compared Microsoft to McDonalds?,0
3353,How did Sunny Leone come so far (from porn star to great Bollywood actress?,Will Sunny Leone ever come back in porn films?,0
414,Which is more financially beneficial: being in a firm or teaching in an architecture college?,"Why might career training programs be more beneficial than a college degree, if at all, to aspiring entrepreneurs and tycoons?",0
59,What are the best ways to learn French?,How do I learn french genders?,0
4916,I recently helped my friend sell his land. Should I file tax returns? If so what would be the calculation?total income = 22 L,"If my 1042s form is not received and the withholding company doesn't respond to my request, what should I do to file my tax return?",0
183,How do I find a startup accelerator?,How do startup accelerators give you the funding?,0
4104,What is an intuitive explanation of hyper-rectangle slice sampling?,What is an intuitive explanation of an A/B test?,0
2119,Are there any data sources for places of interest (POIs) in JSON format?,Is there any music data in JSON format?,0
3340,Why do I forget things that I read so easily?,Why do I forget things easily?,0
1112,"""Every one is unique in this world"", what are the best ways to find my uniqueness?",How do i prevent other people in this world to use similar name like me? Is there any way that i can protect my unique name as My IP assets?,0
4645,What is your experience with Reliance Jio?,What is your experience with Jio 4g sim internet?,0
4683,What is working of multiple profiles in titanium backup pro?,How can I create a bootable backup of my MacBook Pro on an external drive on a daily basis?,0
2193,What is Queen's University's acceptance rate for international students?,What personality traits are predictive of worse outcomes/adaptions when one develops dementia?,0
4796,Is premarital sex ok?,Have you had premarital sex?,0
1195,Who are you a role model for?,Who is your role model?,0
1937,What is the typical career path for someone who becomes a professor in accounting?,What is the typical career path for someone who becomes a professor in geography?,0
887,Will Thursday Night Football increase ratings for CBS on Thursday nights rather than the Big Bang Theory?,Why is The Big Bang Theory (TV series) so popular? Why is it so popular with mainstream viewers?,0
1715,"How do I prepare for city level, TIMES NIE think and learn challenge, Ahmedabad?",What is the process of immigration of Finland which I should be adopted?,0
4612,In which episode does Edward Elric get taller?,How do I get taller even though I am 6 foot?,0
4473,What is it like to be an airplane mechanic?,What is an airplane?,0
1310,How long does the USPS first class shipping take from Phoenix to Los Angeles?,How long does it take to ship USPS to Hong Kong?,0
1718,Will a wool sweater after it is washed shrink or get stretched?,Do you have to wear a shirt under a sweater?,0
2311,"What would happen to Tupac Shakur, criminally, if he is still alive (faked his death) and he came back into the public?","If Elliot Rodger hadn't committed suicide, and was still alive, what charges would he have faced, and what would his sentence be?",0
1644,Why is ranch dressing so popular?,Is ranch dressing good for you?,0
2243,What do belly button piercings feel like?,How do belly button piercings close?,0
2088,What are some good reasons not to sign up for Quora?,Getting Started on Quora: What is Quora?,0
932,What are the chances that I could just ask a rich person for a million dollars and actually have them give it to me?,I'm 26 and just hit 4 million dollars. I'm shooting for 40 by 35. Am I wrong thinking that living in the most expensive area of the country will give me better opportunities?,0
3339,How much weight would I lose in a month if I eat 300 calories per day?,How much weight can I lose running 1 mile per day?,0
4993,What are the average CPM/CPC rates in India?,What kind of CPM rates do radio stations in India get?,0
3791,What rank do most Army officers retire as?,Why did Major Gaurav Arya retire from the army?,0
1237,"With anti-poor, anti-middle class laws like GST, land, labor reforms, is india going to become authoritarian like china?","How do we let know the defence ministry of India to also focus on the Cyber Warfare like China and USA does, we have so many IITans with such good hacking and anti-hacking/firewalling skill?",0
1131,Who were the Aztec?,Who were the Aztec Gods?,0
264,Why do Slavs squat?,Do squats work for men?,0
1246,How can a 9th grader study for NTSE online? What are some good websites for assignments?,How do I prepare for NTSE if presently studying in class 9th?,0
1080,How many pullups can an average person do?,How many photos a day does an average person take with their phone.?,0
4137,Is activation energy negative?,Why is activation energy negative?,0
4538,Do womens like eat male sperm?,Why do some women love to swallow male sperm?,0
4718,"Why is the term ""research"" used instead of scientific investigation?",How could neutrinos be used for scientific research?,0
2574,Why do you write fiction?,How exactly DO you write a story?,0
2194,What should I do to prepare for NDA?,How can I prepare for NDA in 6 months?,0
1187,What are good questions for you to ask an interviewer?,What questions should a job candidate ask the interviewer?,0
4983,How do I set up a restaurant?,What is the cost of setting up a good restaurant in Mumbai?,0
24,What does it mean that every time I look at the clock the numbers are the same?,How many times a day do a clock’s hands overlap?,0
3906,How do I know if I am a victim of narcissist abuse?,How do I know if I'm a narcissist?,0
141,What are good websites for escorts?,How do I find a good escort?,0
2205,What are some home remedies for menstrual cramping and bloating?,What are some home remedies for treating diarrhea?,0
2130,My GF still talks and hangs out with her ex while I am at work. Told her I don't like it but she says they are just friends. Should I be worried?,What kind of camouflage pattern this?,0
4243,What are the best institutes for MS in USA?,Which are the best institutes in USA to pursue MS In biomedical engineering?,0
4392,Which extra certification courses will benefit mechatronic engineering students?,Which extra certification courses will benefit mechanical engineering students?,0
1479,What are the most clever hip-hop one liners of all time?,What are the hardest hip hop/rap songs of all time?,0
4444,What is the color of love?,What are colors?,0
311,What are some unwritten rules in USA?,What are some unwritten rules you have for your home?,0
134,What is the strongest structure or strongest shape under compression?,What is the strongest Kevlar cord?,0
4688,What are the statistics for serious injuries caused in competitive MMA?,What are the statistics on serious injuries caused in competitive boxing?,0
2879,Are you happy with who you are?,"Are you happy now? If no, why not?",0
2339,How fast could the world's fastest supercomputer brute force crack a password?,What methods are used to counter a brute force password attack?,0
477,How should ask my crush for her number?,What should I ask my crush?,0
4940,Does Tango currently offer new employees stock options or RSUs?,Does Uber currently offer new employees stock options or RSUs?,0
2412,How can I get my audio disk transcribed to text online?,How convert Hindi audio file into text?,0
747,What is the opera song with a choir used for horror movies?,"What are an opera choir's rights? Do we get paid for rehearsals? Are we entitled to catering throughout rehearsals, etc. (part of an opera company)?",0
2696,What is your review of The Next Warrior: Proving Grounds - Part 5?,What is your review of The Next Warrior: Proving Grounds - Part 1?,0
900,When will moto G3 (Moto G 3rd gen 2015) get Android 7.0 (Nougat) update?,How long will I get OS updates on moto g3?,0
2818,How tall should 12 year old boy be?,How tall should a 14 year old girl be?,0
3126,What does a user see when he/she gets a new message on Instagram?,Can users see when they get messages in their Instagram?,0
1823,Which is better: Super AMOLED or TFT?,Which TV panel is better VA OR IPS?,0
1930,What's the safest and cheapest place to buy gold in WOW?,Is buying WoW gold safe?,0
4455,What do birds build their nests with?,How do birds build their nests?,0
3466,Is incognitovpn.com legit?,What is clk.atdmt.com? Is it legit?,0
3766,"When renting a car, what is the difference between a compact and economy car?",What's the difference between an economy car and a compact car?,0
1042,What are some exothermic examples in everyday life?,What are some endothermic and exothermic reactions examples in everyday life?,0
3106,"Which is the best sitcom: the Big Bang Theory, HIMYM or Friends?",Which other sitcoms you should watch if you loved The Big Bang Theory and F.R.I.E.N.D.S.?,0
1625,How do I avoid vomiting during travel in hilly areas?,Why do people vomit while travelling in buses?,0
955,What are symptoms of autism in kids?,What are the symptoms of autism in girls?,0
1074,"I am 23, female. I have heavier upper body.But my legs and hip area are quite slim. What is my body shape?what exercise are some exercises for upper body?",Why am I able to do a finger pushup after training upper body and forearms?,0
3996,Was the TV show 'Movers and Shakers' an idea copied from The Tonight Show?,"What's your favorite scene from a TV show, and why?",0
1525,"In 2 days, how should I prepare for Mu Sigma?",What is the best way to prepare for Mu Sigma?,0
3696,"Which is the best DTH service provider in India? Tata Sky, DishTv or Airtel?",Airtel Dish TV or Tata Sky - which one should I choose?,0
1419,"Is NATO and CIA behind Turkey's failed coup, why Turkey purges NATO military envoys?",Would NATO defend Turkey if Russia attacked?,0
2163,Why are Japan and the U.S. so upset about the peace and prosperity in SCS and bilateral talk between the Philippines and China?,Why has Philippine polluted the SCS water by sinking its 2nd-hand US warship on Chinese island and should China do something about it?,0
112,How do you obtain an instant ulcer pain relief?,What is better for a low back pain: heat or ice?,0
3012,Why are specs & sunglasses so expensive?,Why are Ray-Ban sunglasses so expensive?,0
4826,What do men think is the best hairstyle on women?,What is the best gel/wax/pomade for a modern slicked back hairstyle for men?,0
603,How do I find the phenotypic ratio?,What is a phenotype ratio?,0
17,Why do girls want to be friends with the guy they reject?,How do guys feel after rejecting a girl?,0
2786,"Is it possible for someone to become a full-time web designer through online courses (and without a college degree)? If yes, how to go about it?",Where can you learn web design online?,0
4097,"Has Playboy or any magazine got in touch with Selena Gomez, Abigail Breslin, Emma Stone, Chloe Moretz or any young female star for a nude pictorial?",Is Selena Gomez in Spy Kids 3?,0
3127,What happens if a jealous acquaintance reports an inappropriate social media post to a recruiter you applied with?,"If you’re planning a vacation and will be out of touch and not able to get online for a week, what tools would you use to ensure social media updates are being posted?",0
2437,Why do not photons obey E = m c ^ 2?,How can photons have no mass and yet still have energy given that [math]E=mc^2[/math]?,0
4771,What martial arts did Bruce Lee study?,What was it like to study under Bruce Lee?,0
1921,What are the best value Michelin-starred restaurants in NYC?,What are the best Greek restaurants in NYC?,0
3002,How long can someone live with cancer and without receiving any treatment?,"How far could someone go if they could live without sex, drugs, smoking and alcohol?",0
2753,"How do I round this number to the nearest ten thousand: 624,739?",How do I round 1.44 to the nearest percent?,0
1453,How can I retrieve a discarded draft on Gmail?,Gmail: How do I retrieve Gmail drafts?,0
2937,What is an anti-lock braking system?,What is an anti-lock brake system in a car?,0
4716,Is there a way to find my iCloud password without security questions if forgotten password?,What ways can someone reset my iCloud password? My iCloud password was changed. Wouldn't they have to know my security questions?,0
474,Operation executive salary in Infosys?,"How do I do the Wake Back To Bed lucid dreaming technique when I think I have restless leg syndrome (regardless, my legs hurt at night.)?",0
2970,Who's your father?,Who is the father of movies?,0
2023,"If I install a 2 kW ac in a house with 1kw rating electricity meter, will it burn the meter or lead to a short circuit?",Are electric meters tamperable?,0
2677,How do you delete books from Kindle Cloud Reader?,How do I delete books from my Kindle?,0
3944,Who is SEO Expert in Delhi?,How Do I find a Miami SEO Expert?,0
957,What is life without dreams?,Is life a dream or reality?,0
1889,Can I apply to University of Alberta internetworking without a project proposal?,Can I get into the university of alberta with an 82% ? (on a 33% pass scale) I am from india,0
263,What do you do if you had a bad dream?,How do you not get bad dreams?,0
